nation_id,first_name,last_name,position,kit_number,date_of_birth
22,Gustaf,Lagerbielke,DF,2,2000-04-10
22,Victor,Lindelöf,DF,3,1994-07-17
22,Isak,Hien,DF,4,1999-01-13
22,Gabriel,Gudmundsson,DF,5,1999-04-29
22,Herman,Johansson,DF,6,1997-10-16
22,Lucas,Bergvall,MF,7,2006-02-02
22,Daniel,Svensson,DF,8,2002-02-12
22,Alexander,Isak,FW,9,1999-09-21
22,Benjamin,Nygren,MF,10,2001-07-08
22,Anthony,Elanga,FW,11,2002-04-27
22,Viktor,Johansson,GK,12,1998-09-14
22,Ken,Sema,MF,13,1993-09-30
22,Hjalmar,Ekdal,DF,14,1998-10-21
22,Carl,Starfelt,DF,15,1995-06-01
22,Jesper,Karlström,MF,16,1995-06-21
22,Viktor,Gyökeres,FW,17,1998-06-04
22,Yasin,Ayari,MF,18,2003-10-06
22,Mattias,Svanberg,MF,19,1999-01-05
22,Eric,Smith,DF,20,1997-01-08
22,Alexander,Bernhardsson,DF,21,1998-09-08
22,Besfort,Zeneli,MF,22,2002-11-21
22,Kristoffer,Nordfeldt,GK,23,1989-06-23
22,Elliot,Stroud,DF,24,2002-06-22
22,Gustaf,Nilsson,FW,25,1997-05-23
22,Taha,Ali,FW,26,1998-07-01
24,Mouhib,Chamakh,GK,1,2001-08-25
24,Ali,Abdi,DF,2,1993-12-20
24,Montassar,Talbi,DF,3,1998-05-26
24,Omar,Rekik,DF,4,2001-12-20
24,Adem,Arous,DF,5,2004-07-17
24,Dylan,Bronn,DF,6,1995-06-19
24,Elias,Achouri,FW,7,1999-02-10
24,Elias,Saad,FW,8,1999-12-27
24,Hazem,Mastouri,FW,9,1997-06-18
24,Hannibal,Mejbri,MF,10,2003-01-21
24,Ismaël,Gharbi,MF,11,2004-04-10
24,Mortadha,Ben Ouanes,DF,12,1994-07-02
24,Rani,Khedira,MF,13,1994-01-27
24,Khalil,Ayari,MF,14,2005-02-02
24,Hadj,Mahmoud,MF,15,2000-04-24
24,Aymen,Dahmen,GK,16,1997-01-28
24,Ellyes,Skhiri,MF,17,1995-05-10
24,Rayan,Elloumi,FW,18,2007-09-17
24,Firas,Chaouat,FW,19,1996-05-08
24,Yan,Valery,DF,20,1999-02-22
24,Mohamed,Amine Ben Hamida,DF,21,1995-12-15
24,Sabri,Ben Hessen,GK,22,1996-06-13
24,Moutaz,Neffati,DF,23,2004-09-04
24,Raed,Chikhaoui,DF,24,2004-06-09
24,Anis,Ben Slimane,MF,25,2001-03-16
24,Sebastian,Tounekti,MF,26,2002-07-13
27,Thibaut,Courtois,GK,1,1992-05-11
27,Zeno,Debast,DF,2,2003-10-24
27,Arthur,Theate,DF,3,2000-05-25
27,Brandon,Mechele,DF,4,1993-01-28
27,Maxim,De Cuyper,DF,5,2000-12-22
27,Axel,Witsel,MF,6,1989-01-12
27,Kevin,De Bruyne,MF,7,1991-06-28
27,Youri,Tielemans,MF,8,1997-05-07
27,Romelu,Lukaku,FW,9,1993-05-13
27,Leandro,Trossard,FW,10,1994-12-04
27,Jérémy,Doku,FW,11,2002-05-27
27,Senne,Lammens,GK,12,2002-07-07
27,Mike,Penders,GK,13,2005-07-31
27,Dodi,Lukébakio,FW,14,1997-09-24
27,Thomas,Meunier,DF,15,1991-09-12
27,Koni,De Winter,DF,16,2002-06-12
27,Charles,De Ketelaere,FW,17,2001-03-10
27,Joaquin,Seys,DF,18,2005-03-28
27,Diego,Moreira,MF,19,2004-08-06
27,Hans,Vanaken,MF,20,1992-08-24
27,Timothy,Castagne,DF,21,1995-12-05
27,Alexis,Saelemaekers,MF,22,1999-06-27
27,Nicolas,Raskin,MF,23,2001-02-23
27,Amadou,Onana,MF,24,2001-08-16
27,Nathan,Ngoy,DF,25,2003-06-10
27,Matias,Fernandez-Pardo,FW,26,2005-02-03
28,Mohamed,El Shenawy,GK,1,1988-12-18
28,Yasser,Ibrahim,DF,2,1993-02-10
28,Mohamed,Hany,DF,3,1996-02-02
28,Hossam,Abdelmaguid,DF,4,2001-04-30
28,Ramy,Rabia,DF,5,1993-05-20
28,Mohamed,Abdelmonem,DF,6,1999-02-01
28,Trézéguet,,FW,7,1994-10-01
28,Emam,Ashour,MF,8,1998-02-20
28,Hamza,Abdelkarim,FW,9,2008-01-01
28,Mohamed,Salah,FW,10,1992-06-15
28,Mostafa,Ziko,MF,11,1997-04-27
28,Haissem,Hassan,FW,12,2002-02-08
28,Ahmed,Fatouh,DF,13,1998-03-22
28,Hamdy,Fathy,MF,14,1994-09-29
28,Karim,Hafez,DF,15,1996-03-12
28,El,Mahdy Soliman,GK,16,1987-06-08
28,Mohanad,Lasheen,MF,17,1996-05-29
28,Nabil,Emad,MF,18,1996-04-06
28,Marwan,Attia,MF,19,1998-08-01
28,Ibrahim,Adel,FW,20,2001-04-23
28,Mahmoud,Saber,MF,21,2001-07-30
28,Omar,Marmoush,FW,22,1999-02-07
28,Mostafa,Shobeir,GK,23,2000-05-15
28,Tarek,Alaa,DF,24,2002-01-05
28,Zizo,,FW,25,1996-01-10
28,Mohamed,Alaa,GK,26,1999-01-01
26,Alireza,Beiranvand,GK,1,1992-09-21
26,Saleh,Hardani,DF,2,1998-12-26
26,Ehsan,Hajsafi,DF,3,1990-02-25
26,Shojae,Khalilzadeh,DF,4,1989-05-14
26,Milad,Mohammadi,DF,5,1993-09-29
26,Saeid,Ezatolahi,MF,6,1996-10-01
26,Alireza,Jahanbakhsh,MF,7,1993-08-11
26,Mohammad,Mohebi,MF,8,1998-12-20
26,Mehdi,Taremi,FW,9,1992-07-18
26,Mehdi,Ghayedi,FW,10,1998-12-05
26,Ali,Alipour,FW,11,1995-11-11
26,Payam,Niazmand,GK,12,1995-04-06
26,Hossein,Kanaanizadegan,DF,13,1994-03-23
26,Saman,Ghoddos,MF,14,1993-09-06
26,Rouzbeh,Cheshmi,MF,15,1993-07-24
26,Mahdi,Torabi,MF,16,1994-09-10
26,Arya,Yousefi,DF,17,2002-04-22
26,Amirhossein,Hosseinzadeh,FW,18,2000-10-30
26,Ali,Nemati,DF,19,1996-02-08
26,Shahriyar,Moghanlou,FW,20,1994-12-21
26,Mohammad,Ghorbani,MF,21,2001-10-07
26,Hossein,Hosseini,GK,22,1992-06-30
26,Ramin,Rezaeian,DF,23,1990-03-21
26,Dennis,Eckert,FW,24,1997-01-09
26,Danial,Eiri,DF,25,2003-10-26
26,Amirmohammad,Razzaghinia,MF,26,2006-04-11
25,Max,Crocombe,GK,1,1993-08-12
25,Tim,Payne,DF,2,1994-01-10
25,Francis,de Vries,DF,3,1994-11-28
25,Tyler,Bindon,DF,4,2005-01-27
25,Michael,Boxall,DF,5,1988-08-18
25,Joe,Bell,MF,6,1999-04-27
25,Logan,Rogerson,FW,7,1998-05-28
25,Marko,Stamenić,MF,8,2002-02-19
25,Chris,Wood,FW,9,1991-12-07
25,Sarpreet,Singh,MF,10,1999-02-20
25,Elijah,Just,MF,11,2000-05-01
25,Alex,Paulsen,GK,12,2002-07-04
25,Liberato,Cacace,DF,13,2000-09-27
25,Alex,Rufer,MF,14,1996-06-12
25,Nando,Pijnaker,DF,15,1999-02-25
25,Finn,Surman,DF,16,2003-09-23
25,Kosta,Barbarouses,FW,17,1990-02-19
25,Ben,Waine,FW,18,2001-06-11
25,Ben,Old,MF,19,2002-08-13
25,Callum,McCowatt,MF,20,1999-04-30
25,Jesse,Randall,FW,21,2002-08-19
25,Michael,Woud,GK,22,1999-01-16
25,Ryan,Thomas,MF,23,1994-12-20
25,Callan,Elliot,DF,24,1999-07-07
25,Lachlan,Bayliss,MF,25,2002-07-24
25,Tommy,Smith,DF,26,1990-03-31
32,Vozinha,,GK,1,1986-06-03
32,Stopira,,DF,2,1988-05-20
32,Diney,,DF,3,1995-01-17
32,Pico,,DF,4,1992-06-17
32,Logan,Costa,DF,5,2001-04-01
32,Kevin,Pina,MF,6,1997-01-27
32,Jovane,Cabral,MF,7,1998-06-14
32,João,Paulo,MF,8,1998-05-26
32,Gilson,Benchimol,FW,9,2001-12-29
32,Jamiro,Monteiro,MF,10,1993-11-23
32,Garry,Rodrigues,MF,11,1990-11-27
32,Márcio,Rosa,GK,12,1997-02-23
32,Sidny,Lopes Cabral,DF,13,2002-09-18
32,Deroy,Duarte,MF,14,1999-07-04
32,Laros,Duarte,MF,15,1997-02-28
32,Yannick,Semedo,MF,16,1995-12-29
32,Willy,Semedo,MF,17,1994-04-27
32,Telmo,Arcanjo,MF,18,2001-06-21
32,Dailon,Livramento,FW,19,2001-05-04
32,Ryan,Mendes,FW,20,1990-01-08
32,Nuno,da Costa,MF,21,1991-02-10
32,Steven,Moreira,DF,22,1994-08-13
32,CJ,dos Santos,GK,23,2000-08-24
32,Wagner,Pina,DF,24,2002-11-03
32,Kelvin,Pires,DF,25,2000-06-05
32,Hélio,Varela,MF,26,2002-05-03
30,Nawaf,Al-Aqidi,GK,1,2000-05-10
30,Ali,Majrashi,DF,2,1999-10-02
30,Ali,Lajami,DF,3,1996-04-24
30,Abdulelah,Al-Amri,DF,4,1997-01-15
30,Hassan,Al-Tambakti,DF,5,1999-02-09
30,Nasser,Al-Dawsari,MF,6,1998-12-19
30,Musab,Al-Juwayr,MF,7,2003-06-20
30,Ayman,Yahya,FW,8,2001-05-14
30,Firas,Al-Buraikan,FW,9,2000-05-14
30,Salem,Al-Dawsari,FW,10,1991-08-19
30,Saleh,Al-Shehri,FW,11,1993-11-01
30,Saud,Abdulhamid,DF,12,1999-07-18
30,Nawaf,Boushal,DF,13,1999-09-16
30,Hassan,Kadesh,DF,14,1992-09-26
30,Abdullah,Al-Khaibari,MF,15,1996-08-16
30,Ziyad,Al-Johani,MF,16,2001-11-11
30,Khalid,Al-Ghannam,FW,17,2000-11-08
30,Alaa,Al-Hejji,MF,18,1995-12-03
30,Abdullah,Al-Hamdan,FW,19,1999-09-13
30,Sultan,Mandash,FW,20,1994-10-17
30,Mohammed,Al-Owais,GK,21,1991-10-10
30,Ahmed,Al-Kassar,GK,22,1991-05-08
30,Mohamed,Kanno,MF,23,1994-09-22
30,Moteb,Al-Harbi,DF,24,2000-02-20
30,Jehad,Thakri,DF,25,2001-07-21
30,Mohammed,Abu Al-Shamat,DF,26,2002-08-11
31,David,Raya,GK,1,1995-09-15
31,Marc,Pubill,DF,2,2003-06-20
31,Álex,Grimaldo,DF,3,1995-09-20
31,Eric,García,DF,4,2001-01-09
31,Marcos,Llorente,DF,5,1995-01-30
31,Mikel,Merino,MF,6,1996-06-22
31,Ferran,Torres,FW,7,2000-02-29
31,Fabián,Ruiz,MF,8,1996-04-03
31,Gavi,,MF,9,2004-08-05
31,Dani,Olmo,FW,10,1998-05-07
31,Yéremy,Pino,FW,11,2002-10-20
31,Pedro,Porro,DF,12,1999-09-13
31,Joan,Garcia,GK,13,2001-05-04
31,Aymeric,Laporte,DF,14,1994-05-27
31,Álex,Baena,MF,15,2001-07-20
31,Rodri,,MF,16,1996-06-22
31,Nico,Williams,FW,17,2002-07-12
31,Martín,Zubimendi,MF,18,1999-02-02
31,Lamine,Yamal,FW,19,2007-07-13
31,Pedri,,MF,20,2002-11-25
31,Mikel,Oyarzabal,FW,21,1997-04-21
31,Pau,Cubarsí,DF,22,2007-01-22
31,Unai,Simón,GK,23,1997-06-11
31,Marc,Cucurella,DF,24,1998-07-22
31,Víctor,Muñoz,FW,25,2003-07-13
31,Borja,Iglesias,FW,26,1993-01-17
29,Sergio,Rochet,GK,1,1993-03-23
29,José,María Giménez,DF,2,1995-01-20
29,Sebastián,Cáceres,DF,3,1999-08-18
29,Ronald,Araújo,DF,4,1999-03-07
29,Manuel,Ugarte,MF,5,2001-04-11
29,Rodrigo,Bentancur,MF,6,1997-06-25
29,Nicolás,de la Cruz,MF,7,1997-06-01
29,Federico,Valverde,MF,8,1998-07-22
29,Darwin,Núñez,FW,9,1999-06-24
29,Giorgian,de Arrascaeta,MF,10,1994-06-01
29,Facundo,Pellistri,FW,11,2001-12-20
29,Santiago,Mele,GK,12,1997-09-06
29,Guillermo,Varela,DF,13,1993-03-24
29,Agustín,Canobbio,MF,14,1998-10-01
29,Emiliano,Martínez,MF,15,1999-08-17
29,Mathías,Olivera,DF,16,1997-10-31
29,Matías,Viña,DF,17,1997-11-09
29,Brian,Rodríguez,FW,18,2000-05-20
29,Rodrigo,Aguirre,FW,19,1994-10-01
29,Maximiliano,Araújo,MF,20,2000-02-15
29,Federico,Viñas,FW,21,1998-06-30
29,Joaquín,Piquerez,MF,22,1998-08-24
29,Fernando,Muslera,GK,23,1986-06-16
29,Santiago,Bueno,DF,24,1998-11-09
29,Juan,Manuel Sanabria,MF,25,2000-03-29
29,Rodrigo,Zalazar,MF,26,1999-08-12
34,Brice,Samba,GK,1,1994-04-25
34,Malo,Gusto,DF,2,2003-05-19
34,Lucas,Digne,DF,3,1993-07-20
34,Dayot,Upamecano,DF,4,1998-10-27
34,Jules,Koundé,DF,5,1998-11-12
34,Manu,Koné,MF,6,2001-05-17
34,Ousmane,Dembélé,FW,7,1997-05-15
34,Aurélien,Tchouaméni,MF,8,2000-01-27
34,Marcus,Thuram,FW,9,1997-08-06
34,Kylian,Mbappé,FW,10,1998-12-20
34,Michael,Olise,FW,11,2001-12-12
34,Bradley,Barcola,FW,12,2002-09-02
34,N'Golo,Kanté,MF,13,1991-03-29
34,Adrien,Rabiot,MF,14,1995-04-03
34,Ibrahima,Konaté,DF,15,1999-05-25
34,Mike,Maignan,GK,16,1995-07-03
34,William,Saliba,DF,17,2001-03-24
34,Warren,Zaïre-Emery,MF,18,2006-03-08
34,Théo,Hernandez,DF,19,1997-10-06
34,Désiré,Doué,FW,20,2005-06-03
34,Lucas,Hernandez,DF,21,1996-02-14
34,Jean-Philippe,Mateta,FW,22,1997-06-28
34,Robin,Risser,GK,23,2004-12-02
34,Rayan,Cherki,MF,24,2003-08-17
34,Maghnes,Akliouche,MF,25,2002-02-25
34,Maxence,Lacroix,DF,26,2000-04-06
36,Fahad,Talib,GK,1,1994-10-21
36,Rebin,Sulaka,DF,2,1992-04-12
36,Hussein,Ali,DF,3,2002-03-01
36,Zaid,Tahseen,DF,4,2001-01-29
36,Akam,Hashim,DF,5,1998-08-16
36,Manaf,Younis,DF,6,1996-11-16
36,Youssef,Amyn,MF,7,2003-08-21
36,Ibrahim,Bayesh,MF,8,2000-05-01
36,Ali,Al-Hamadi,FW,9,2002-03-01
36,Mohanad,Ali,FW,10,2000-06-20
36,Ahmed,Qasem,FW,11,2003-07-12
36,Jalal,Hassan,GK,12,1991-05-18
36,Ali,Yousif,FW,13,1996-01-19
36,Zidane,Iqbal,MF,14,2003-04-27
36,Ahmed,Maknzi,DF,15,2001-09-24
36,Amir,Al-Ammari,MF,16,1997-07-27
36,Ali,Jasim,FW,17,2004-01-20
36,Aymen,Hussein,FW,18,1996-03-22
36,Kevin,Yakob,MF,19,2000-10-10
36,Aimar,Sher,MF,20,2002-12-20
36,Marko,Farji,FW,21,2004-03-16
36,Ahmed,Basil,GK,22,1996-08-19
36,Merchas,Doski,DF,23,1999-12-07
36,Zaid,Ismail,MF,24,2002-01-03
36,Mustafa,Saadoon,DF,25,2001-05-25
36,Frans,Putros,DF,26,1993-07-14
33,Ørjan,Nyland,GK,1,1990-09-10
33,Morten,Thorsby,MF,2,1996-05-05
33,Kristoffer,Ajer,DF,3,1998-04-17
33,Leo,Østigård,DF,4,1999-11-28
33,David,Møller Wolfe,DF,5,2002-04-23
33,Patrick,Berg,MF,6,1997-11-24
33,Alexander,Sørloth,FW,7,1995-12-05
33,Sander,Berge,MF,8,1998-02-14
33,Erling,Haaland,FW,9,2000-07-21
33,Martin,Ødegaard,MF,10,1998-12-17
33,Jørgen,Strand Larsen,FW,11,2000-02-06
33,Sander,Tangvik,GK,12,2002-11-29
33,Egil,Selvik,GK,13,1997-07-30
33,Fredrik,Aursnes,MF,14,1995-12-10
33,Fredrik,André Bjørkan,DF,15,1998-08-21
33,Marcus,Holmgren Pedersen,DF,16,2000-07-16
33,Torbjørn,Heggem,DF,17,1999-01-12
33,Kristian,Thorstvedt,MF,18,1999-03-13
33,Thelo,Aasgaard,MF,19,2002-05-02
33,Antonio,Nusa,MF,20,2005-04-17
33,Andreas,Schjelderup,MF,21,2004-06-01
33,Oscar,Bobb,MF,22,2003-07-12
33,Jens,Petter Hauge,MF,23,1999-10-12
33,Sondre,Langås,DF,24,2001-02-02
33,Henrik,Falchener,DF,25,2003-05-08
33,Julian,Ryerson,DF,26,1997-11-17
35,Yehvann,Diouf,GK,1,1999-11-16
35,Mamadou,Sarr,DF,2,2005-08-29
35,Kalidou,Koulibaly,DF,3,1991-06-20
35,Abdoulaye,Seck,DF,4,1992-06-04
35,Idrissa,Gueye,MF,5,1989-09-26
35,Pathé,Ciss,MF,6,1994-03-16
35,Assane,Diao,FW,7,2005-09-07
35,Lamine,Camara,MF,8,2004-01-01
35,Bamba,Dieng,FW,9,2000-03-23
35,Sadio,Mané,FW,10,1992-04-10
35,Nicolas,Jackson,FW,11,2001-06-20
35,Cherif,Ndiaye,FW,12,1996-01-23
35,Iliman,Ndiaye,FW,13,2000-03-06
35,Ismail,Jakobs,DF,14,1999-08-17
35,Krépin,Diatta,DF,15,1999-02-25
35,Édouard,Mendy,GK,16,1992-03-01
35,Pape,Matar Sarr,MF,17,2002-09-14
35,Ismaïla,Sarr,FW,18,1998-02-25
35,Moussa,Niakhaté,DF,19,1996-03-08
35,Ibrahim,Mbaye,FW,20,2008-01-24
35,Habib,Diarra,MF,21,2004-01-03
35,Bara,Sapoko Ndiaye,MF,22,2007-12-31
35,Mory,Diaw,GK,23,1993-06-22
35,Antoine,Mendy,DF,24,2004-05-27
35,El,Hadji Malick Diouf,DF,25,2004-12-29
35,Pape,Gueye,MF,26,1999-01-24
40,Melvin,Mastil,GK,1,2000-02-19
40,Aïssa,Mandi,DF,2,1991-10-22
40,Achref,Abada,DF,3,1999-06-15
40,Mohamed,Amine Tougai,DF,4,2000-01-22
40,Zineddine,Belaïd,DF,5,1999-03-20
40,Ramiz,Zerrouki,MF,6,1998-05-26
40,Riyad,Mahrez,FW,7,1991-02-21
40,Houssem,Aouar,MF,8,1998-06-30
40,Amine,Gouiri,FW,9,2000-02-16
40,Farès,Chaïbi,MF,10,2002-11-28
40,Anis,Hadj Moussa,FW,11,2002-02-11
40,Nadhir,Benbouali,FW,12,2000-04-17
40,Jaouen,Hadjam,DF,13,2003-03-26
40,Hicham,Boudaoui,MF,14,1999-09-23
40,Rayan,Aït-Nouri,DF,15,2001-06-06
40,Oussama,Benbot,GK,16,1994-10-11
40,Rafik,Belghali,DF,17,2002-06-07
40,Mohamed,Amoura,FW,18,2000-05-09
40,Nabil,Bentaleb,MF,19,1994-11-24
40,Adil,Boulbina,FW,20,2003-05-02
40,Ramy,Bensebaini,DF,21,1995-04-16
40,Ibrahim,Maza,MF,22,2005-11-24
40,Luca,Zidane,GK,23,1998-05-13
40,Yacine,Titraoui,MF,24,2003-07-26
40,Farès,Ghedjemis,FW,25,2002-09-06
40,Samir,Chergui,DF,26,1999-02-06
37,Juan,Musso,GK,1,1994-05-06
37,Marcos,Senesi,DF,2,1997-05-10
37,Nicolás,Tagliafico,DF,3,1992-08-31
37,Gonzalo,Montiel,DF,4,1997-01-01
37,Leandro,Paredes,MF,5,1994-06-29
37,Lisandro,Martínez,DF,6,1998-01-18
37,Rodrigo,De Paul,MF,7,1994-05-24
37,Valentín,Barco,MF,8,2004-07-23
37,Julián,Alvarez,FW,9,2000-01-31
37,Lionel,Messi,FW,10,1987-06-24
37,Giovani,Lo Celso,MF,11,1996-04-09
37,Gerónimo,Rulli,GK,12,1992-05-20
37,Cristian,Romero,DF,13,1998-04-27
37,Exequiel,Palacios,MF,14,1998-10-05
37,Nicolás,González,MF,15,1998-04-06
37,Thiago,Almada,FW,16,2001-04-26
37,Giuliano,Simeone,FW,17,2002-12-18
37,Nico,Paz,FW,18,2004-09-08
37,Nicolás,Otamendi,DF,19,1988-02-12
37,Alexis,Mac Allister,MF,20,1998-12-24
37,José,Manuel López,FW,21,2000-12-06
37,Lautaro,Martínez,FW,22,1997-08-22
37,Emiliano,Martínez,GK,23,1992-09-02
37,Enzo,Fernández,MF,24,2001-01-17
37,Facundo,Medina,DF,25,1999-05-28
37,Nahuel,Molina,DF,26,1998-04-06
38,Alexander,Schlager,GK,1,1996-02-01
38,David,Affengruber,DF,2,2001-03-19
38,Kevin,Danso,DF,3,1998-09-19
38,Xaver,Schlager,MF,4,1997-09-28
38,Stefan,Posch,DF,5,1997-05-14
38,Nicolas,Seiwald,MF,6,2001-05-04
38,Marko,Arnautović,FW,7,1989-04-19
38,David,Alaba,DF,8,1992-06-24
38,Marcel,Sabitzer,MF,9,1994-03-17
38,Florian,Grillitsch,MF,10,1995-08-07
38,Michael,Gregoritsch,FW,11,1994-04-18
38,Florian,Wiegele,GK,12,2001-03-21
38,Patrick,Pentz,GK,13,1997-01-02
38,Saša,Kalajdžić,FW,14,1997-07-07
38,Philipp,Lienhart,DF,15,1996-07-11
38,Phillipp,Mwene,DF,16,1994-01-29
38,Carney,Chukwuemeka,MF,17,2003-10-20
38,Romano,Schmid,MF,18,2000-01-27
38,Dejan,Ljubičić,MF,19,1997-10-08
38,Konrad,Laimer,MF,20,1997-05-27
38,Patrick,Wimmer,FW,21,2001-05-30
38,Alexander,Prass,MF,22,2001-05-26
38,Marco,Friedl,DF,23,1998-03-16
38,Paul,Wanner,MF,24,2005-12-23
38,Michael,Svoboda,DF,25,1998-10-15
38,Alessandro,Schöpf,MF,26,1994-02-07
39,Yazeed,Abulaila,GK,1,1993-01-08
39,Mohammad,Abu Hashish,DF,2,1995-05-09
39,Abdallah,Nasib,DF,3,1994-02-25
39,Husam,Abu Dahab,DF,4,2000-05-13
39,Yazan,Al-Arab,DF,5,1996-01-31
39,Amer,Jamous,MF,6,2002-07-03
39,Mohammad,Abu Zrayq,FW,7,1997-12-30
39,Noor,Al-Rawabdeh,MF,8,1997-02-24
39,Ali,Olwan,FW,9,2000-03-26
39,Musa,Al-Taamari,FW,10,1997-06-10
39,Odeh,Al-Fakhouri,FW,11,2005-11-22
39,Nour,Bani Attiah,GK,12,1993-01-25
39,Mahmoud,Al-Mardi,FW,13,1993-10-06
39,Rajaei,Ayed,MF,14,1993-07-25
39,Ibrahim,Sadeh,MF,15,2000-04-27
39,Mo,Abualnadi,DF,16,2001-02-08
39,Salim,Obaid,DF,17,1992-01-17
39,Mohammad,Taha,MF,18,2005-07-13
39,Saed,Al-Rosan,DF,19,1997-02-01
39,Mohannad,Abu Taha,MF,20,2003-02-02
39,Nizar,Al-Rashdan,MF,21,1999-03-23
39,Abdallah,Al-Fakhouri,GK,22,2000-01-22
39,Ihsan,Haddad,DF,23,1994-02-05
39,Ali,Azaizeh,FW,24,2004-04-13
39,Mohammad,Al-Dawoud,MF,25,1992-04-12
39,Anas,Badawi,DF,26,1997-09-13
41,David,Ospina,GK,1,1988-08-31
41,Daniel,Muñoz,DF,2,1996-05-26
41,Jhon,Lucumí,DF,3,1998-06-26
41,Santiago,Arias,DF,4,1992-01-13
41,Kevin,Castaño,MF,5,2000-09-29
41,Richard,Ríos,MF,6,2000-06-02
41,Luis,Díaz,FW,7,1997-01-13
41,Jorge,Carrascal,MF,8,1998-05-25
41,Jhon,Córdoba,FW,9,1993-05-11
41,James,Rodríguez,MF,10,1991-07-12
41,Jhon,Arias,MF,11,1997-09-21
41,Camilo,Vargas,GK,12,1989-03-09
41,Yerry,Mina,DF,13,1994-09-23
41,Gustavo,Puerta,DF,14,2003-07-23
41,Juan,Portilla,MF,15,1998-09-12
41,Jefferson,Lerma,MF,16,1994-10-25
41,Johan,Mojica,DF,17,1992-08-21
41,Willer,Ditta,DF,18,1998-01-23
41,Cucho,Hernández,FW,19,1999-04-20
41,Juan,Fernando Quintero,MF,20,1993-01-18
41,Jaminton,Campaz,FW,21,2000-05-24
41,Deiver,Machado,DF,22,1993-09-02
41,Davinson,Sánchez,DF,23,1996-06-12
41,Álvaro,Montero,GK,24,1995-03-29
41,Luis,Suárez,FW,25,1997-12-02
41,Andrés,Gómez,FW,26,2002-09-12
42,Lionel,Mpasi,GK,1,1994-08-01
42,Aaron,Wan-Bissaka,DF,2,1997-11-26
42,Steve,Kapuadi,DF,3,1998-04-30
42,Axel,Tuanzebe,DF,4,1997-11-14
42,Dylan,Batubinsika,DF,5,1996-02-15
42,Ngal'ayel,Mukau,MF,6,2004-11-03
42,Nathanaël,Mbuku,MF,7,2002-03-16
42,Samuel,Moutoussamy,MF,8,1996-08-12
42,Brian,Cipenga,FW,9,1998-03-11
42,Théo,Bongonda,MF,10,1995-11-20
42,Gaël,Kakuta,FW,11,1991-06-21
42,Joris,Kayembe,DF,12,1994-08-08
42,Meschak,Elia,FW,13,1997-08-06
42,Noah,Sadiki,MF,14,2004-12-17
42,Aaron,Tshibola,MF,15,1995-01-02
42,Timothy,Fayulu,GK,16,1999-07-24
42,Cédric,Bakambu,FW,17,1991-04-11
42,Charles,Pickel,MF,18,1997-05-15
42,Fiston,Mayele,FW,19,1994-06-24
42,Yoane,Wissa,FW,20,1996-09-03
42,Matthieu,Epolo,GK,21,2005-01-15
42,Chancel,Mbemba,DF,22,1994-08-08
42,Simon,Banza,FW,23,1996-08-13
42,Gédéon,Kalulu,DF,24,1997-08-29
42,Edo,Kayembe,MF,25,1998-06-03
42,Arthur,Masuaku,DF,26,1993-11-07
43,Diogo,Costa,GK,1,1999-09-19
43,Nélson,Semedo,DF,2,1993-11-16
43,Rúben,Dias,DF,3,1997-05-14
43,Tomás,Araújo,DF,4,2002-05-16
43,Diogo,Dalot,DF,5,1999-03-18
43,Matheus,Nunes,MF,6,1998-08-27
43,Cristiano,Ronaldo,FW,7,1985-02-05
43,Bruno,Fernandes,MF,8,1994-09-08
43,Gonçalo,Ramos,FW,9,2001-06-20
43,Bernardo,Silva,MF,10,1994-08-10
43,João,Félix,FW,11,1999-11-10
43,José,Sá,GK,12,1993-01-17
43,Renato,Veiga,DF,13,2003-07-29
43,Gonçalo,Inácio,DF,14,2001-08-25
43,João,Neves,MF,15,2004-09-27
43,Francisco,Trincão,FW,16,1999-12-29
43,Rafael,Leão,FW,17,1999-06-10
43,Pedro,Neto,FW,18,2000-03-09
43,Gonçalo,Guedes,FW,19,1996-11-29
43,João,Cancelo,DF,20,1994-05-27
43,Rúben,Neves,MF,21,1997-03-13
43,Rui,Silva,GK,22,1994-02-07
43,Vitinha,,MF,23,2000-02-13
43,Samú,Costa,DF,24,2000-11-27
43,Nuno,Mendes,DF,25,2002-06-19
43,Francisco,Conceição,FW,26,2002-12-14
44,Utkir,Yusupov,GK,1,1991-01-04
44,Abdukodir,Khusanov,DF,2,2004-02-29
44,Khojiakbar,Alijonov,DF,3,1997-04-19
44,Farrukh,Sayfiev,DF,4,1991-01-17
44,Rustam,Ashurmatov,DF,5,1996-07-07
44,Akmal,Mozgovoy,MF,6,1999-04-02
44,Otabek,Shukurov,MF,7,1996-06-22
44,Jamshid,Iskanderov,MF,8,1993-10-16
44,Odiljon,Hamrobekov,MF,9,1996-02-13
44,Ruslanbek,Jiyanov,MF,10,2001-06-05
44,Oston,Urunov,MF,11,2000-12-19
44,Abduvohid,Nematov,GK,12,2001-03-20
44,Sherzod,Nasrullaev,DF,13,1998-07-23
44,Eldor,Shomurodov,FW,14,1995-06-29
44,Umar,Eshmurodov,DF,15,1992-11-30
44,Botirali,Ergashev,GK,16,1995-06-23
44,Dostonbek,Khamdamov,MF,17,1996-07-24
44,Abdulla,Abdullaev,DF,18,1997-09-01
44,Azizjon,Ganiev,MF,19,1998-02-22
44,Azizbek,Amonov,FW,20,1997-10-30
44,Igor,Sergeev,FW,21,1993-04-30
